target,window_index,unit,true_rul,pred_rul,true_fault,fault_probability,sensor,sensor_rank,abs_input_gradient,subsystem,likely_fault_mode,maintenance_action
fault,8243,81,16.0,19.56333351135254,1.0,0.8954169750213623,s8,10,0.027466414496302605,fan and low-pressure compressor,fan-speed or low-spool operating anomaly,inspect fan/LPC operating margins
fault,8243,81,16.0,19.56333351135254,1.0,0.8954169750213623,s17,11,0.02519942633807659,bleed and cooling control,bleed/cooling control deviation,inspect bleed and cooling control actuation
fault,8243,81,16.0,19.56333351135254,1.0,0.8954169750213623,s3,12,0.02501135878264904,thermal core,abnormal high-pressure compressor temperature,inspect compressor thermal margins and sensor calibration
fault,8243,81,16.0,19.56333351135254,1.0,0.8954169750213623,s9,13,0.016308452934026718,high-pressure spool,high-spool speed anomaly,inspect high-pressure spool dynamics
fault,8243,81,16.0,19.56333351135254,1.0,0.8954169750213623,s14,14,0.00795718189328909,spool speed control,corrected core-speed deviation,inspect core-speed response and controller behavior
fault,9192,91,39.0,18.5765438079834,0.0,0.8953427076339722,s12,1,0.10860465466976166,bypass and flow path,bypass ratio or flow instability,inspect bypass flow and related instrumentation
fault,9192,91,39.0,18.5765438079834,0.0,0.8953427076339722,s2,2,0.07401808351278305,thermal core,abnormal core temperature trend,inspect temperature instrumentation and hot-section condition
fault,9192,91,39.0,18.5765438079834,0.0,0.8953427076339722,s13,3,0.07096030563116074,spool speed control,corrected fan-speed deviation,inspect speed-control response and operating point
fault,9192,91,39.0,18.5765438079834,0.0,0.8953427076339722,s11,4,0.06775270402431488,bypass and flow path,bypass pressure or flow-path degradation,inspect bypass duct pressure behavior
fault,9192,91,39.0,18.5765438079834,0.0,0.8953427076339722,s7,5,0.038894232362508774,compressor flow path,pressure-ratio degradation,inspect compressor flow path and pressure sensors
fault,9192,91,39.0,18.5765438079834,0.0,0.8953427076339722,s8,6,0.03192654997110367,fan and low-pressure compressor,fan-speed or low-spool operating anomaly,inspect fan/LPC operating margins
fault,9192,91,39.0,18.5765438079834,0.0,0.8953427076339722,s14,7,0.030229082331061363,spool speed control,corrected core-speed deviation,inspect core-speed response and controller behavior
fault,9192,91,39.0,18.5765438079834,0.0,0.8953427076339722,s15,8,0.02526649832725525,engine efficiency,efficiency degradation signature,review performance deterioration and schedule detailed inspection
fault,9192,91,39.0,18.5765438079834,0.0,0.8953427076339722,s21,9,0.02140568569302559,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,9192,91,39.0,18.5765438079834,0.0,0.8953427076339722,s4,10,0.017886975780129433,thermal core,elevated turbine temperature signature,inspect turbine gas path and cooling effectiveness
fault,9192,91,39.0,18.5765438079834,0.0,0.8953427076339722,s20,11,0.014797872863709927,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,9192,91,39.0,18.5765438079834,0.0,0.8953427076339722,s9,12,0.012805880978703499,high-pressure spool,high-spool speed anomaly,inspect high-pressure spool dynamics
fault,9192,91,39.0,18.5765438079834,0.0,0.8953427076339722,s17,13,0.011959491297602654,bleed and cooling control,bleed/cooling control deviation,inspect bleed and cooling control actuation
fault,9192,91,39.0,18.5765438079834,0.0,0.8953427076339722,s3,14,0.008973557502031326,thermal core,abnormal high-pressure compressor temperature,inspect compressor thermal margins and sensor calibration
fault,10191,100,24.0,25.36007308959961,1.0,0.8925230503082275,s9,1,0.09654536843299866,high-pressure spool,high-spool speed anomaly,inspect high-pressure spool dynamics
fault,10191,100,24.0,25.36007308959961,1.0,0.8925230503082275,s14,2,0.07246590405702591,spool speed control,corrected core-speed deviation,inspect core-speed response and controller behavior
fault,10191,100,24.0,25.36007308959961,1.0,0.8925230503082275,s8,3,0.017339101061224937,fan and low-pressure compressor,fan-speed or low-spool operating anomaly,inspect fan/LPC operating margins
fault,10191,100,24.0,25.36007308959961,1.0,0.8925230503082275,s2,4,0.01414408627897501,thermal core,abnormal core temperature trend,inspect temperature instrumentation and hot-section condition
fault,10191,100,24.0,25.36007308959961,1.0,0.8925230503082275,s11,5,0.01125321164727211,bypass and flow path,bypass pressure or flow-path degradation,inspect bypass duct pressure behavior
fault,10191,100,24.0,25.36007308959961,1.0,0.8925230503082275,s15,6,0.01069115474820137,engine efficiency,efficiency degradation signature,review performance deterioration and schedule detailed inspection
fault,10191,100,24.0,25.36007308959961,1.0,0.8925230503082275,s12,7,0.009606077335774899,bypass and flow path,bypass ratio or flow instability,inspect bypass flow and related instrumentation
fault,10191,100,24.0,25.36007308959961,1.0,0.8925230503082275,s4,8,0.008271099999547005,thermal core,elevated turbine temperature signature,inspect turbine gas path and cooling effectiveness
fault,10191,100,24.0,25.36007308959961,1.0,0.8925230503082275,s21,9,0.007763492409139872,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,10191,100,24.0,25.36007308959961,1.0,0.8925230503082275,s20,10,0.0075915041379630566,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,10191,100,24.0,25.36007308959961,1.0,0.8925230503082275,s3,11,0.007209204602986574,thermal core,abnormal high-pressure compressor temperature,inspect compressor thermal margins and sensor calibration
fault,10191,100,24.0,25.36007308959961,1.0,0.8925230503082275,s17,12,0.0059739407151937485,bleed and cooling control,bleed/cooling control deviation,inspect bleed and cooling control actuation
fault,10191,100,24.0,25.36007308959961,1.0,0.8925230503082275,s13,13,0.005850442219525576,spool speed control,corrected fan-speed deviation,inspect speed-control response and operating point
fault,10191,100,24.0,25.36007308959961,1.0,0.8925230503082275,s7,14,0.0031347000040113926,compressor flow path,pressure-ratio degradation,inspect compressor flow path and pressure sensors
fault,3269,34,19.0,17.511327743530273,1.0,0.8910419344902039,s11,1,0.07082132250070572,bypass and flow path,bypass pressure or flow-path degradation,inspect bypass duct pressure behavior
fault,3269,34,19.0,17.511327743530273,1.0,0.8910419344902039,s12,2,0.06735004484653473,bypass and flow path,bypass ratio or flow instability,inspect bypass flow and related instrumentation
fault,3269,34,19.0,17.511327743530273,1.0,0.8910419344902039,s13,3,0.06157708168029785,spool speed control,corrected fan-speed deviation,inspect speed-control response and operating point
fault,3269,34,19.0,17.511327743530273,1.0,0.8910419344902039,s8,4,0.04950423166155815,fan and low-pressure compressor,fan-speed or low-spool operating anomaly,inspect fan/LPC operating margins
fault,3269,34,19.0,17.511327743530273,1.0,0.8910419344902039,s2,5,0.04921025037765503,thermal core,abnormal core temperature trend,inspect temperature instrumentation and hot-section condition
fault,3269,34,19.0,17.511327743530273,1.0,0.8910419344902039,s7,6,0.04249753803014755,compressor flow path,pressure-ratio degradation,inspect compressor flow path and pressure sensors
fault,3269,34,19.0,17.511327743530273,1.0,0.8910419344902039,s4,7,0.03261757642030716,thermal core,elevated turbine temperature signature,inspect turbine gas path and cooling effectiveness
fault,3269,34,19.0,17.511327743530273,1.0,0.8910419344902039,s15,8,0.03055483102798462,engine efficiency,efficiency degradation signature,review performance deterioration and schedule detailed inspection
fault,3269,34,19.0,17.511327743530273,1.0,0.8910419344902039,s14,9,0.030258266255259514,spool speed control,corrected core-speed deviation,inspect core-speed response and controller behavior
fault,3269,34,19.0,17.511327743530273,1.0,0.8910419344902039,s20,10,0.023829270154237747,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,3269,34,19.0,17.511327743530273,1.0,0.8910419344902039,s3,11,0.01901182159781456,thermal core,abnormal high-pressure compressor temperature,inspect compressor thermal margins and sensor calibration
fault,3269,34,19.0,17.511327743530273,1.0,0.8910419344902039,s17,12,0.01897277869284153,bleed and cooling control,bleed/cooling control deviation,inspect bleed and cooling control actuation
fault,3269,34,19.0,17.511327743530273,1.0,0.8910419344902039,s9,13,0.017884276807308197,high-pressure spool,high-spool speed anomaly,inspect high-pressure spool dynamics
fault,3269,34,19.0,17.511327743530273,1.0,0.8910419344902039,s21,14,0.01747443526983261,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,6796,66,18.0,23.18488883972168,1.0,0.8875260949134827,s9,1,0.08579488098621368,high-pressure spool,high-spool speed anomaly,inspect high-pressure spool dynamics
fault,6796,66,18.0,23.18488883972168,1.0,0.8875260949134827,s14,2,0.06639546900987625,spool speed control,corrected core-speed deviation,inspect core-speed response and controller behavior
fault,6796,66,18.0,23.18488883972168,1.0,0.8875260949134827,s2,3,0.044937457889318466,thermal core,abnormal core temperature trend,inspect temperature instrumentation and hot-section condition
fault,6796,66,18.0,23.18488883972168,1.0,0.8875260949134827,s12,4,0.03452391177415848,bypass and flow path,bypass ratio or flow instability,inspect bypass flow and related instrumentation
fault,6796,66,18.0,23.18488883972168,1.0,0.8875260949134827,s11,5,0.031599532812833786,bypass and flow path,bypass pressure or flow-path degradation,inspect bypass duct pressure behavior
fault,6796,66,18.0,23.18488883972168,1.0,0.8875260949134827,s4,6,0.022177541628479958,thermal core,elevated turbine temperature signature,inspect turbine gas path and cooling effectiveness
fault,6796,66,18.0,23.18488883972168,1.0,0.8875260949134827,s15,7,0.020104041323065758,engine efficiency,efficiency degradation signature,review performance deterioration and schedule detailed inspection
fault,6796,66,18.0,23.18488883972168,1.0,0.8875260949134827,s7,8,0.019527530297636986,compressor flow path,pressure-ratio degradation,inspect compressor flow path and pressure sensors
fault,6796,66,18.0,23.18488883972168,1.0,0.8875260949134827,s21,9,0.018158314749598503,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,6796,66,18.0,23.18488883972168,1.0,0.8875260949134827,s3,10,0.014430403709411621,thermal core,abnormal high-pressure compressor temperature,inspect compressor thermal margins and sensor calibration
fault,6796,66,18.0,23.18488883972168,1.0,0.8875260949134827,s17,11,0.01012000348418951,bleed and cooling control,bleed/cooling control deviation,inspect bleed and cooling control actuation
fault,6796,66,18.0,23.18488883972168,1.0,0.8875260949134827,s20,12,0.00871349684894085,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,6796,66,18.0,23.18488883972168,1.0,0.8875260949134827,s13,13,0.0063319518230855465,spool speed control,corrected fan-speed deviation,inspect speed-control response and operating point
fault,6796,66,18.0,23.18488883972168,1.0,0.8875260949134827,s8,14,0.0059236944653093815,fan and low-pressure compressor,fan-speed or low-spool operating anomaly,inspect fan/LPC operating margins
fault,9193,91,38.0,19.036029815673828,0.0,0.8850482702255249,s12,1,0.10300108045339584,bypass and flow path,bypass ratio or flow instability,inspect bypass flow and related instrumentation
fault,9193,91,38.0,19.036029815673828,0.0,0.8850482702255249,s2,2,0.07359936088323593,thermal core,abnormal core temperature trend,inspect temperature instrumentation and hot-section condition
fault,9193,91,38.0,19.036029815673828,0.0,0.8850482702255249,s11,3,0.07167641818523407,bypass and flow path,bypass pressure or flow-path degradation,inspect bypass duct pressure behavior
fault,9193,91,38.0,19.036029815673828,0.0,0.8850482702255249,s13,4,0.07008183747529984,spool speed control,corrected fan-speed deviation,inspect speed-control response and operating point
fault,9193,91,38.0,19.036029815673828,0.0,0.8850482702255249,s7,5,0.041860129684209824,compressor flow path,pressure-ratio degradation,inspect compressor flow path and pressure sensors
fault,9193,91,38.0,19.036029815673828,0.0,0.8850482702255249,s8,6,0.03333811089396477,fan and low-pressure compressor,fan-speed or low-spool operating anomaly,inspect fan/LPC operating margins
fault,9193,91,38.0,19.036029815673828,0.0,0.8850482702255249,s14,7,0.02920580841600895,spool speed control,corrected core-speed deviation,inspect core-speed response and controller behavior
fault,9193,91,38.0,19.036029815673828,0.0,0.8850482702255249,s15,8,0.023271316662430763,engine efficiency,efficiency degradation signature,review performance deterioration and schedule detailed inspection
fault,9193,91,38.0,19.036029815673828,0.0,0.8850482702255249,s4,9,0.02230096235871315,thermal core,elevated turbine temperature signature,inspect turbine gas path and cooling effectiveness
fault,9193,91,38.0,19.036029815673828,0.0,0.8850482702255249,s21,10,0.021683741360902786,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,9193,91,38.0,19.036029815673828,0.0,0.8850482702255249,s20,11,0.014169221743941307,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,9193,91,38.0,19.036029815673828,0.0,0.8850482702255249,s3,12,0.013944031670689583,thermal core,abnormal high-pressure compressor temperature,inspect compressor thermal margins and sensor calibration
fault,9193,91,38.0,19.036029815673828,0.0,0.8850482702255249,s9,13,0.013216705992817879,high-pressure spool,high-spool speed anomaly,inspect high-pressure spool dynamics
fault,9193,91,38.0,19.036029815673828,0.0,0.8850482702255249,s17,14,0.01218885276466608,bleed and cooling control,bleed/cooling control deviation,inspect bleed and cooling control actuation
fault,2237,24,24.0,25.66340446472168,1.0,0.884899914264679,s9,1,0.10174956917762756,high-pressure spool,high-spool speed anomaly,inspect high-pressure spool dynamics
fault,2237,24,24.0,25.66340446472168,1.0,0.884899914264679,s14,2,0.08095448464155197,spool speed control,corrected core-speed deviation,inspect core-speed response and controller behavior
fault,2237,24,24.0,25.66340446472168,1.0,0.884899914264679,s2,3,0.014451195485889912,thermal core,abnormal core temperature trend,inspect temperature instrumentation and hot-section condition
fault,2237,24,24.0,25.66340446472168,1.0,0.884899914264679,s3,4,0.012963606975972652,thermal core,abnormal high-pressure compressor temperature,inspect compressor thermal margins and sensor calibration
fault,2237,24,24.0,25.66340446472168,1.0,0.884899914264679,s8,5,0.012583401054143906,fan and low-pressure compressor,fan-speed or low-spool operating anomaly,inspect fan/LPC operating margins
fault,2237,24,24.0,25.66340446472168,1.0,0.884899914264679,s11,6,0.011295258067548275,bypass and flow path,bypass pressure or flow-path degradation,inspect bypass duct pressure behavior
fault,2237,24,24.0,25.66340446472168,1.0,0.884899914264679,s15,7,0.00944635458290577,engine efficiency,efficiency degradation signature,review performance deterioration and schedule detailed inspection
fault,2237,24,24.0,25.66340446472168,1.0,0.884899914264679,s12,8,0.008683196268975735,bypass and flow path,bypass ratio or flow instability,inspect bypass flow and related instrumentation
fault,2237,24,24.0,25.66340446472168,1.0,0.884899914264679,s20,9,0.008491339161992073,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,2237,24,24.0,25.66340446472168,1.0,0.884899914264679,s7,10,0.006588649936020374,compressor flow path,pressure-ratio degradation,inspect compressor flow path and pressure sensors
fault,2237,24,24.0,25.66340446472168,1.0,0.884899914264679,s21,11,0.0065204487182199955,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,2237,24,24.0,25.66340446472168,1.0,0.884899914264679,s13,12,0.005465926136821508,spool speed control,corrected fan-speed deviation,inspect speed-control response and operating point
fault,2237,24,24.0,25.66340446472168,1.0,0.884899914264679,s17,13,0.004824635572731495,bleed and cooling control,bleed/cooling control deviation,inspect bleed and cooling control actuation
fault,2237,24,24.0,25.66340446472168,1.0,0.884899914264679,s4,14,0.004612636286765337,thermal core,elevated turbine temperature signature,inspect turbine gas path and cooling effectiveness
fault,3274,34,14.0,19.211271286010742,1.0,0.8828174471855164,s12,1,0.08289816230535507,bypass and flow path,bypass ratio or flow instability,inspect bypass flow and related instrumentation
fault,3274,34,14.0,19.211271286010742,1.0,0.8828174471855164,s13,2,0.08197122067213058,spool speed control,corrected fan-speed deviation,inspect speed-control response and operating point
fault,3274,34,14.0,19.211271286010742,1.0,0.8828174471855164,s11,3,0.08011757582426071,bypass and flow path,bypass pressure or flow-path degradation,inspect bypass duct pressure behavior
fault,3274,34,14.0,19.211271286010742,1.0,0.8828174471855164,s2,4,0.06806372851133347,thermal core,abnormal core temperature trend,inspect temperature instrumentation and hot-section condition
fault,3274,34,14.0,19.211271286010742,1.0,0.8828174471855164,s7,5,0.06131095439195633,compressor flow path,pressure-ratio degradation,inspect compressor flow path and pressure sensors
fault,3274,34,14.0,19.211271286010742,1.0,0.8828174471855164,s8,6,0.05023324489593506,fan and low-pressure compressor,fan-speed or low-spool operating anomaly,inspect fan/LPC operating margins
fault,3274,34,14.0,19.211271286010742,1.0,0.8828174471855164,s14,7,0.03780960291624069,spool speed control,corrected core-speed deviation,inspect core-speed response and controller behavior
fault,3274,34,14.0,19.211271286010742,1.0,0.8828174471855164,s15,8,0.02988291345536709,engine efficiency,efficiency degradation signature,review performance deterioration and schedule detailed inspection
fault,3274,34,14.0,19.211271286010742,1.0,0.8828174471855164,s4,9,0.025393614545464516,thermal core,elevated turbine temperature signature,inspect turbine gas path and cooling effectiveness
fault,3274,34,14.0,19.211271286010742,1.0,0.8828174471855164,s21,10,0.024078430607914925,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,3274,34,14.0,19.211271286010742,1.0,0.8828174471855164,s20,11,0.022797565907239914,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,3274,34,14.0,19.211271286010742,1.0,0.8828174471855164,s17,12,0.020453305914998055,bleed and cooling control,bleed/cooling control deviation,inspect bleed and cooling control actuation
fault,3274,34,14.0,19.211271286010742,1.0,0.8828174471855164,s9,13,0.01889411173760891,high-pressure spool,high-spool speed anomaly,inspect high-pressure spool dynamics
fault,3274,34,14.0,19.211271286010742,1.0,0.8828174471855164,s3,14,0.015622575767338276,thermal core,abnormal high-pressure compressor temperature,inspect compressor thermal margins and sensor calibration
fault,9191,91,40.0,19.35456657409668,0.0,0.881503164768219,s12,1,0.11078169196844101,bypass and flow path,bypass ratio or flow instability,inspect bypass flow and related instrumentation
fault,9191,91,40.0,19.35456657409668,0.0,0.881503164768219,s2,2,0.08117634803056717,thermal core,abnormal core temperature trend,inspect temperature instrumentation and hot-section condition
fault,9191,91,40.0,19.35456657409668,0.0,0.881503164768219,s13,3,0.07428675144910812,spool speed control,corrected fan-speed deviation,inspect speed-control response and operating point
fault,9191,91,40.0,19.35456657409668,0.0,0.881503164768219,s11,4,0.07010773569345474,bypass and flow path,bypass pressure or flow-path degradation,inspect bypass duct pressure behavior
fault,9191,91,40.0,19.35456657409668,0.0,0.881503164768219,s7,5,0.04573851078748703,compressor flow path,pressure-ratio degradation,inspect compressor flow path and pressure sensors
fault,9191,91,40.0,19.35456657409668,0.0,0.881503164768219,s14,6,0.03359202668070793,spool speed control,corrected core-speed deviation,inspect core-speed response and controller behavior
fault,9191,91,40.0,19.35456657409668,0.0,0.881503164768219,s8,7,0.03233934938907623,fan and low-pressure compressor,fan-speed or low-spool operating anomaly,inspect fan/LPC operating margins
fault,9191,91,40.0,19.35456657409668,0.0,0.881503164768219,s15,8,0.028848690912127495,engine efficiency,efficiency degradation signature,review performance deterioration and schedule detailed inspection
fault,9191,91,40.0,19.35456657409668,0.0,0.881503164768219,s21,9,0.02246228978037834,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,9191,91,40.0,19.35456657409668,0.0,0.881503164768219,s20,10,0.0187861155718565,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,9191,91,40.0,19.35456657409668,0.0,0.881503164768219,s4,11,0.017288826406002045,thermal core,elevated turbine temperature signature,inspect turbine gas path and cooling effectiveness
fault,9191,91,40.0,19.35456657409668,0.0,0.881503164768219,s9,12,0.014493191614747047,high-pressure spool,high-spool speed anomaly,inspect high-pressure spool dynamics
fault,9191,91,40.0,19.35456657409668,0.0,0.881503164768219,s17,13,0.012187004089355469,bleed and cooling control,bleed/cooling control deviation,inspect bleed and cooling control actuation
fault,9191,91,40.0,19.35456657409668,0.0,0.881503164768219,s3,14,0.010648948140442371,thermal core,abnormal high-pressure compressor temperature,inspect compressor thermal margins and sensor calibration
fault,4061,42,17.0,18.013399124145508,1.0,0.8804788589477539,s13,1,0.037335243076086044,spool speed control,corrected fan-speed deviation,inspect speed-control response and operating point
fault,4061,42,17.0,18.013399124145508,1.0,0.8804788589477539,s14,2,0.03621181100606918,spool speed control,corrected core-speed deviation,inspect core-speed response and controller behavior
fault,4061,42,17.0,18.013399124145508,1.0,0.8804788589477539,s12,3,0.03502736985683441,bypass and flow path,bypass ratio or flow instability,inspect bypass flow and related instrumentation
fault,4061,42,17.0,18.013399124145508,1.0,0.8804788589477539,s11,4,0.024513699114322662,bypass and flow path,bypass pressure or flow-path degradation,inspect bypass duct pressure behavior
fault,4061,42,17.0,18.013399124145508,1.0,0.8804788589477539,s2,5,0.02449594810605049,thermal core,abnormal core temperature trend,inspect temperature instrumentation and hot-section condition
fault,4061,42,17.0,18.013399124145508,1.0,0.8804788589477539,s7,6,0.02265269123017788,compressor flow path,pressure-ratio degradation,inspect compressor flow path and pressure sensors
fault,4061,42,17.0,18.013399124145508,1.0,0.8804788589477539,s8,7,0.019920745864510536,fan and low-pressure compressor,fan-speed or low-spool operating anomaly,inspect fan/LPC operating margins
fault,4061,42,17.0,18.013399124145508,1.0,0.8804788589477539,s9,8,0.018391115590929985,high-pressure spool,high-spool speed anomaly,inspect high-pressure spool dynamics
fault,4061,42,17.0,18.013399124145508,1.0,0.8804788589477539,s21,9,0.012491211295127869,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,4061,42,17.0,18.013399124145508,1.0,0.8804788589477539,s15,10,0.011448565870523453,engine efficiency,efficiency degradation signature,review performance deterioration and schedule detailed inspection
fault,4061,42,17.0,18.013399124145508,1.0,0.8804788589477539,s17,11,0.0090311449021101,bleed and cooling control,bleed/cooling control deviation,inspect bleed and cooling control actuation
fault,4061,42,17.0,18.013399124145508,1.0,0.8804788589477539,s4,12,0.007742894347757101,thermal core,elevated turbine temperature signature,inspect turbine gas path and cooling effectiveness
fault,4061,42,17.0,18.013399124145508,1.0,0.8804788589477539,s20,13,0.006599538028240204,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,4061,42,17.0,18.013399124145508,1.0,0.8804788589477539,s3,14,0.0059188613668084145,thermal core,abnormal high-pressure compressor temperature,inspect compressor thermal margins and sensor calibration
fault,3271,34,17.0,19.156965255737305,1.0,0.8789794445037842,s11,1,0.07986202836036682,bypass and flow path,bypass pressure or flow-path degradation,inspect bypass duct pressure behavior
fault,3271,34,17.0,19.156965255737305,1.0,0.8789794445037842,s13,2,0.07226960361003876,spool speed control,corrected fan-speed deviation,inspect speed-control response and operating point
fault,3271,34,17.0,19.156965255737305,1.0,0.8789794445037842,s12,3,0.06960522383451462,bypass and flow path,bypass ratio or flow instability,inspect bypass flow and related instrumentation
fault,3271,34,17.0,19.156965255737305,1.0,0.8789794445037842,s2,4,0.061920635402202606,thermal core,abnormal core temperature trend,inspect temperature instrumentation and hot-section condition
fault,3271,34,17.0,19.156965255737305,1.0,0.8789794445037842,s8,5,0.05200869217514992,fan and low-pressure compressor,fan-speed or low-spool operating anomaly,inspect fan/LPC operating margins
fault,3271,34,17.0,19.156965255737305,1.0,0.8789794445037842,s7,6,0.05014747753739357,compressor flow path,pressure-ratio degradation,inspect compressor flow path and pressure sensors
fault,3271,34,17.0,19.156965255737305,1.0,0.8789794445037842,s14,7,0.033115170896053314,spool speed control,corrected core-speed deviation,inspect core-speed response and controller behavior
fault,3271,34,17.0,19.156965255737305,1.0,0.8789794445037842,s15,8,0.031304728239774704,engine efficiency,efficiency degradation signature,review performance deterioration and schedule detailed inspection
fault,3271,34,17.0,19.156965255737305,1.0,0.8789794445037842,s20,9,0.02990639954805374,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,3271,34,17.0,19.156965255737305,1.0,0.8789794445037842,s4,10,0.029182547703385353,thermal core,elevated turbine temperature signature,inspect turbine gas path and cooling effectiveness
fault,3271,34,17.0,19.156965255737305,1.0,0.8789794445037842,s21,11,0.02135985903441906,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,3271,34,17.0,19.156965255737305,1.0,0.8789794445037842,s17,12,0.020690668374300003,bleed and cooling control,bleed/cooling control deviation,inspect bleed and cooling control actuation
fault,3271,34,17.0,19.156965255737305,1.0,0.8789794445037842,s9,13,0.018721936270594597,high-pressure spool,high-spool speed anomaly,inspect high-pressure spool dynamics
fault,3271,34,17.0,19.156965255737305,1.0,0.8789794445037842,s3,14,0.018708283081650734,thermal core,abnormal high-pressure compressor temperature,inspect compressor thermal margins and sensor calibration
fault,5573,56,23.0,19.700834274291992,1.0,0.8774242997169495,s12,1,0.09496109187602997,bypass and flow path,bypass ratio or flow instability,inspect bypass flow and related instrumentation
fault,5573,56,23.0,19.700834274291992,1.0,0.8774242997169495,s13,2,0.07181715965270996,spool speed control,corrected fan-speed deviation,inspect speed-control response and operating point
fault,5573,56,23.0,19.700834274291992,1.0,0.8774242997169495,s11,3,0.06142793595790863,bypass and flow path,bypass pressure or flow-path degradation,inspect bypass duct pressure behavior
fault,5573,56,23.0,19.700834274291992,1.0,0.8774242997169495,s2,4,0.052712440490722656,thermal core,abnormal core temperature trend,inspect temperature instrumentation and hot-section condition
fault,5573,56,23.0,19.700834274291992,1.0,0.8774242997169495,s14,5,0.04928888753056526,spool speed control,corrected core-speed deviation,inspect core-speed response and controller behavior
fault,5573,56,23.0,19.700834274291992,1.0,0.8774242997169495,s7,6,0.041057635098695755,compressor flow path,pressure-ratio degradation,inspect compressor flow path and pressure sensors
fault,5573,56,23.0,19.700834274291992,1.0,0.8774242997169495,s8,7,0.03672145679593086,fan and low-pressure compressor,fan-speed or low-spool operating anomaly,inspect fan/LPC operating margins
fault,5573,56,23.0,19.700834274291992,1.0,0.8774242997169495,s9,8,0.01976882666349411,high-pressure spool,high-spool speed anomaly,inspect high-pressure spool dynamics
fault,5573,56,23.0,19.700834274291992,1.0,0.8774242997169495,s15,9,0.01889532431960106,engine efficiency,efficiency degradation signature,review performance deterioration and schedule detailed inspection
fault,5573,56,23.0,19.700834274291992,1.0,0.8774242997169495,s21,10,0.01872013323009014,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,5573,56,23.0,19.700834274291992,1.0,0.8774242997169495,s4,11,0.015020878054201603,thermal core,elevated turbine temperature signature,inspect turbine gas path and cooling effectiveness
fault,5573,56,23.0,19.700834274291992,1.0,0.8774242997169495,s17,12,0.013348391279578209,bleed and cooling control,bleed/cooling control deviation,inspect bleed and cooling control actuation
fault,5573,56,23.0,19.700834274291992,1.0,0.8774242997169495,s3,13,0.013321242295205593,thermal core,abnormal high-pressure compressor temperature,inspect compressor thermal margins and sensor calibration
fault,5573,56,23.0,19.700834274291992,1.0,0.8774242997169495,s20,14,0.011883609928190708,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,3267,34,21.0,18.192461013793945,1.0,0.8755582571029663,s12,1,0.06761929392814636,bypass and flow path,bypass ratio or flow instability,inspect bypass flow and related instrumentation
fault,3267,34,21.0,18.192461013793945,1.0,0.8755582571029663,s11,2,0.06670115143060684,bypass and flow path,bypass pressure or flow-path degradation,inspect bypass duct pressure behavior
fault,3267,34,21.0,18.192461013793945,1.0,0.8755582571029663,s2,3,0.05860321596264839,thermal core,abnormal core temperature trend,inspect temperature instrumentation and hot-section condition
fault,3267,34,21.0,18.192461013793945,1.0,0.8755582571029663,s13,4,0.057569604367017746,spool speed control,corrected fan-speed deviation,inspect speed-control response and operating point
fault,3267,34,21.0,18.192461013793945,1.0,0.8755582571029663,s8,5,0.05432240664958954,fan and low-pressure compressor,fan-speed or low-spool operating anomaly,inspect fan/LPC operating margins
fault,3267,34,21.0,18.192461013793945,1.0,0.8755582571029663,s7,6,0.04246705770492554,compressor flow path,pressure-ratio degradation,inspect compressor flow path and pressure sensors
fault,3267,34,21.0,18.192461013793945,1.0,0.8755582571029663,s4,7,0.03567070886492729,thermal core,elevated turbine temperature signature,inspect turbine gas path and cooling effectiveness
fault,3267,34,21.0,18.192461013793945,1.0,0.8755582571029663,s15,8,0.032527945935726166,engine efficiency,efficiency degradation signature,review performance deterioration and schedule detailed inspection
